cellid,callin3,callin8,callin11,callin13,callin18,callin21,h/w
4381,0.00037653827210336815,0.025865432231381304,0.048711939272089194,0.035308179687947534,0.046530213708032966,0.013460798819918606,1
4382,0.00045857081500595,0.02837362789016011,0.03572701852217415,0.028510545961433376,0.04369883076190577,0.008808470040033427,0
4473,0.0027448107714311294,0.05614710879960804,0.03280970491397577,0.018442781335552175,0.006019250958072295,0.0017906721716385503,1
4474,0.003211606663778374,0.05928766607762211,0.03399193546977803,0.008535926616155402,0.010429065396115796,0.003016788522042864,0
4475,0.00301736182741783,0.054215035425884926,0.03139805180081027,0.010299712188135569,0.011178926251636329,0.004059897653843627,0
4476,0.002358432071235462,0.0334713446421059,0.03757745845364595,0.02559435430051368,0.027674712165499136,0.013022365785679571,0
4477,0.0021230559756254155,0.03279755983161765,0.05289983553906702,0.03555635160903897,0.04225255321099398,0.019157760761615728,0
4478,0.0015190614197533384,0.04909430467926293,0.1115537509942193,0.07796242488663183,0.07876813484001202,0.024758103162556225,0
4479,0.0007800303554105293,0.0480732128354254,0.12082157696351298,0.08276453878764227,0.08091943244413262,0.020789404172948948,0
4480,0.0003178077460578614,0.030531528044735988,0.07129960421615054,0.04089402243591131,0.04583822533246073,0.00849729818188772,0
4481,0.0009751565415836942,0.025532727598279882,0.044237005336683954,0.031085959443573768,0.03566183253393846,0.005941077621657846,0
4482,0.000846758773891064,0.025532408120312308,0.0359031195446839,0.02737956359718112,0.037247630465351296,0.00640471953332526,0
4573,0.0024158103404432717,0.03919205367171149,0.019138692814587917,0.007535956220164984,0.00483013218896102,0.0015781388514163565,1
4574,0.002443366136671271,0.03769078306765093,0.01578985133418066,0.0044967698387508755,0.002156282342132236,0.0007466873289399984,0
4575,0.001717932577969294,0.02288471964711224,0.01609504675461449,0.0047632597258355745,0.00549728140163609,0.0010989208580951542,0
4576,0.0014769376817930662,0.014238826146455769,0.0222745635366992,0.011272991687037501,0.014739377589644564,0.004773681971050716,1
4577,0.0016423440995882016,0.03178616994172672,0.04504817714707595,0.022703095648697148,0.03658796150816009,0.008718294432765566,0
4578,0.0011502208812912067,0.048630443405836374,0.07693720737293425,0.039252836923330925,0.05868105159755444,0.011264811693537583,0
4579,0.0003705228400331503,0.034886575951782864,0.08046380040524907,0.05733960548176681,0.0657360871527991,0.016787833039570408,0
4580,0.0003287647255936409,0.01778656344313722,0.040651711362556776,0.027299290784457936,0.04008966933470385,0.011485911416410003,0
4581,0.0009987799499948365,0.022543981344760107,0.03575791384358136,0.026637517984474016,0.03472282857453725,0.005947095884141797,0
4582,0.0010910628357420453,0.02363000424068086,0.0360260150972779,0.028318245215962327,0.040872872101342356,0.004977249213969056,0
4673,0.001795579083049963,0.015613129955867402,0.015165828986614728,0.009565537568761375,0.011612600501384926,0.003885001754817932,0
4674,0.001816129175449487,0.02122269376346518,0.015403515403500214,0.0062082791231947215,0.007047032845811479,0.002003352163813184,0
4675,0.0011058038843394403,0.010273923361774335,0.016355844725641253,0.004991196623405652,0.008338766564180315,0.001397333999302472,0
4676,0.0011058038843394403,0.010778694676204181,0.017617773011715875,0.006168996357075296,0.010610237479114626,0.0017338482089223697,1
4677,0.0011058038843394403,0.04313235816403604,0.05661245921464482,0.0222321189924866,0.04635580003429103,0.006200058628145705,1
4678,0.0010601083818073957,0.04280474809850341,0.06771659391550107,0.041749213318186054,0.06279102349930071,0.0157832867499185,1
4679,0.00035864765823263395,0.03527100285798741,0.06596503414319403,0.054970185994580395,0.076327706551067,0.024584765181741835,1
4680,0.00029893741370977,0.017359101061228316,0.0357645703887566,0.02576816812526605,0.044278388621148836,0.013513758394814732,0
4681,0.0007627766809860134,0.019437952084179644,0.033608344624657886,0.026988127410385587,0.047124697867042195,0.007704350502785941,0
4682,0.0010608632608455667,0.02311661146744072,0.035247820813860437,0.030016416073939466,0.05246315752449512,0.004947049639072576,0
4773,0.0016925463836735342,0.012323442986021678,0.015175041517654218,0.0104794064448194,0.01331378039210436,0.004204249432012129,0
4774,0.0015058217805002786,0.011346146854332427,0.01483732314143823,0.00861777408025218,0.011827134058616701,0.0035074365254583887,0
4775,0.0010483772786629834,0.011426586473071702,0.018530642215304375,0.0073941801693660466,0.012203062898325031,0.0024148266799474947,0
4776,0.001082772919167838,0.02514188271010823,0.03996943043952808,0.030275947975478973,0.03638338772881551,0.009285023768560777,0
4777,0.0016227340717734325,0.05601193139989399,0.08202156163660901,0.06810417425789221,0.07940004580309196,0.022329674648112995,1
4778,0.0011450008247620947,0.043348889844405575,0.07236246636568018,0.061590319524740665,0.07715124505089853,0.0251906393218362,1
4779,0.0005152272984363057,0.030827584012313163,0.053530640504331456,0.0481219008613782,0.06578963038131085,0.023215615079044804,1
4780,0.00029893741370977,0.01914498363752387,0.03507136241004078,0.027901406108978507,0.04565881582679874,0.015478796191046232,1
4781,0.0007839977945536444,0.023158788350328294,0.035404587772439586,0.027867023815106962,0.04501395011465729,0.007128609641818624,1
4782,0.0005506432752750136,0.024000863960561888,0.0345011335337895,0.026619686695554732,0.03508841908809129,0.0068972916880410285,1
4873,0.002257638758154308,0.04172267711640912,0.059447897872146764,0.05058313662609379,0.0704642212488294,0.019519375713777563,0
4874,0.0016832701570726764,0.4093604251395892,0.18380319439343612,0.2894315556420786,0.9715891966503766,0.09459659452425924,0
4875,0.0007677757286797922,0.03967981199139916,0.03765948392804859,0.033997212117106074,0.08344348229427201,0.011919929949891205,0
4876,0.0008085665646533264,0.026130821997852476,0.04356931652251219,0.03469157761236882,0.04343108921326943,0.011401230138098496,1
4877,0.0015152049361642906,0.05570455556342288,0.0836354659808358,0.07221915614144667,0.08365246632850845,0.023858333488495743,1
4878,0.0011969932936880866,0.03910757479404787,0.05770049841874557,0.04937440397138984,0.06505989364221355,0.021895513489503783,1
4879,0.000754169476428819,0.02879145825334916,0.04459516722655399,0.04004041608736965,0.05569297120288534,0.020675008438815676,1
4880,0.00029123375844659715,0.023921718685523712,0.033707079537202936,0.03275303146349937,0.046950330487387164,0.018055606557285702,1
4881,3.6714252181030684e-05,0.024213081959236837,0.03299380079146811,0.023622231785783966,0.018886177961148453,0.008905817957988718,0
4882,0.0,0.023879038978836073,0.032389283299002716,0.023011394885298336,0.016371925123188656,0.008279085089538639,1
4973,0.0034363403547420512,0.10297073421630654,0.1500283509432949,0.12751535145777487,0.2078972090941434,0.06324682819397578,1
4974,0.0024783641517461016,0.03211283496964772,0.03903150596058182,0.04120989109340325,0.052151727602429795,0.01365012865870734,1
4975,0.000977834360548487,0.017651867445276845,0.028084680853780162,0.020436374428508677,0.02822749652917589,0.007075857529755498,1
4976,0.0007627677315256691,0.017488853638778473,0.02982033116418095,0.020221219939225443,0.028444863587375843,0.007217854888148604,1
4977,0.0010562717738718448,0.042984877730096516,0.06793392259652489,0.059392112090148476,0.06899834022908591,0.0191177571702046,1
4978,0.0009317816282451578,0.03186158986790998,0.04816499991023674,0.04212145178658485,0.0581066327466706,0.020928849347943836,1
4979,0.000759690795701781,0.028798872448802033,0.04473171436531524,0.04018063468946411,0.05561289832041145,0.020663218422400514,1
4980,0.00016891956532799206,0.019085774039005663,0.030322528416559066,0.028758554002754032,0.033306188320784774,0.012909543934279484,1
4981,0.0,0.011058068815304767,0.021045396098294707,0.015910957370069752,0.009463617598996827,0.0031145924820321215,1
4982,0.0,0.008933662530803566,0.0145956514253691,0.013102319255642064,0.007880047293603526,0.002710917171122019,1
5073,0.001616039411410148,0.11842445066025004,0.18858234687773326,0.16308795929320194,0.23667078196144173,0.07733374420849504,1
5074,0.0015567780919402985,0.041274619377813716,0.05918752370610455,0.0479550240471388,0.07953774312695984,0.026241931828145118,1
5075,3.9479439397430935e-05,0.013003613526556542,0.015337549912846143,0.01813841814867363,0.027694888565556693,0.006140008202830903,1
5076,8.90705269040395e-05,0.013004598397883564,0.016149642299517677,0.017812020920839475,0.026459188439091882,0.00586248119062233,1
5077,0.00023223150175219787,0.019667412995306062,0.028127264278082424,0.0286965189327681,0.03650888878220779,0.009114482409148226,0
5078,0.0004213709300200644,0.02336648910038795,0.0390680991357714,0.03354184752052306,0.04029225251325008,0.012574281999355882,0
5079,0.00043816355205029294,0.023263444411482433,0.04138312701372145,0.0331848114419071,0.03707222946591075,0.011304016272604888,1
5080,0.00017317853842035844,0.017471774306720304,0.03475355572823951,0.028175802425792717,0.022290699642848508,0.007707571420100469,1
5081,5.743936603840551e-05,0.009879406287422255,0.020679229881177486,0.01610793954321504,0.009900321695543264,0.0030092570946037202,0
5082,0.0,0.0073857486889328805,0.014551154251369477,0.012298216276837986,0.0072133544871187324,0.002007945624636692,0
5173,2.3433577224178073e-05,0.08699368363937225,0.1501448434029705,0.12018538076868915,0.17196658158969305,0.06691439823878581,1
5174,1.3229446483592978e-05,0.06172092132895883,0.10605897977424807,0.0716567880831829,0.1240834997869605,0.04976231629315446,1
5175,0.0,0.0318406331917569,0.04939559131603782,0.03501543323279619,0.06416551378658976,0.023494127088315542,1
5176,0.0,0.012761358259206483,0.014930072166988982,0.01794000933785833,0.027206501167850918,0.00595128317469966,0
5177,5.433182104888875e-05,0.015096036665573728,0.01796783615334207,0.019703429480721135,0.029996562399950452,0.007569816655189643,0
5178,2.8911829597190086e-06,0.019353449260065412,0.030177780920395,0.029725422044012,0.03659725064263072,0.009620876666075454,0
5179,0.0001867786564752814,0.019337552364258305,0.03473875133293378,0.030363041044098107,0.03144437871110297,0.008694094474392202,1
5180,0.0005690947835793797,0.0160856864335126,0.03198340188735363,0.02616624551091914,0.0226287450583097,0.008638598137770105,1
5181,0.0004704678725682695,0.014189836496454142,0.029014947840852415,0.02329164307199572,0.018404061630718782,0.006753547543893407,1
5182,4.001595648111113e-05,0.006178998744391599,0.01154311693252112,0.010066537581312722,0.006847433861961959,0.002011414007233527,1
