cellid,int3,int8,int11,int13,int18,int21,h/w
4976,0.0089688813278278,0.024191720892183983,0.022602338550660923,0.022883301104431833,0.02838484299651657,0.01616701794569969,1
4977,0.036948402392011546,0.09235292256823732,0.10051168529078647,0.11030570866258807,0.11557602038425141,0.1062007983852115,1
4978,0.025392416940327615,0.05408568323015371,0.05863418024336798,0.06677142897500975,0.06693059141238605,0.052595473549248095,1
4979,0.02370424571107519,0.050507170713933534,0.05444746372488008,0.06276793179905112,0.06243044468851233,0.04738777647936673,1
4980,0.015477230422358877,0.03520543538785996,0.039948933259307685,0.04502472299931611,0.04392454098888577,0.03199195040876229,1
4981,0.00736711710577638,0.03035530654373695,0.031869208411739104,0.031395418609146124,0.03012913958517132,0.017381457687163787,1
4982,0.004824344786172949,0.02043807677049758,0.020351860123502038,0.018894126982250434,0.017811865109277167,0.013889746485800797,1
5073,0.14133384024177081,0.2930237071853823,0.28882635613006974,0.2805807687281265,0.3283051160195612,0.296926342645538,1
5074,0.03682781729302352,0.07819580698874379,0.07063901131872526,0.07632455883879512,0.09203407659878075,0.06796588940916118,1
5075,0.011076189155795108,0.021161393533630408,0.016814642544397462,0.01694946229549597,0.025994545894266422,0.01878298267104158,1
5076,0.0103957316909113,0.020470491820429364,0.01639826192972546,0.016347335567010006,0.025100851838865974,0.01749586795004593,1
5077,0.01770438630860789,0.04053070714825286,0.03967576343994465,0.04274763789347534,0.05033481055476758,0.04245549095988465,0
5078,0.019678515133162898,0.05435672029138195,0.05273763240027861,0.055729183359130297,0.05795655873250088,0.03993935473850145,0
5079,0.017961906428494268,0.05462735591279796,0.05221179016989323,0.05337896696262783,0.056417163526636574,0.03589114704796514,1
5080,0.013150029237650669,0.04727082462587449,0.049315264368331835,0.049091405436647334,0.04618393112007711,0.02726471934671392,1
5081,0.008038857303399736,0.02797469735430712,0.03089222695809858,0.031471895286664595,0.031049665680986098,0.017553424781226137,0
5082,0.004658333455302587,0.0158888721434174,0.01802332339859042,0.01927132886385427,0.01834056379918347,0.011624380949552834,0
5173,0.08944011392358442,0.16852487646544964,0.18842837007171687,0.17864425582814597,0.18808561296244322,0.1655925492622713,1
5174,0.05352412201617505,0.11441579605415776,0.10868812373068405,0.12347669090189857,0.11528977487868179,0.08344078927141702,1
5175,0.02923267729745015,0.06331229700557225,0.054323767903508555,0.06446549807630923,0.06363649443213881,0.04566138647079855,1
5176,0.010978946650399859,0.021393591702380938,0.016753533860673693,0.017075269763464143,0.026329277800999737,0.018889019129154496,0
5177,0.014749774091815033,0.03776836462062513,0.028424865396923567,0.03389640769951503,0.04523476849388381,0.028957245554009334,0
5178,0.01824672621454215,0.050585414590971746,0.044810689833387325,0.04549479558164916,0.05078659788311575,0.03621419459737607,0
5179,0.019232149554886415,0.060248217513253134,0.05528162212832597,0.05456334608646233,0.058840837308332485,0.037750719878526774,1
5180,0.01902790852412339,0.05833217683767385,0.05704769536334384,0.05626308695292452,0.05820116916230112,0.035013843029505755,1
5181,0.016453935214041256,0.052777157274538085,0.051951774389208505,0.0513060486390514,0.0522096693549514,0.03131618423694342,1
5182,0.0034971892229047914,0.009937650561085233,0.010760435300749976,0.014369077803172517,0.01269350192935542,0.007762346879398863,1
